CookerStat, GenerateAssetRegistry=0.022668, Initialize=0.106912, RunGuid=RunID8DDDE551490E07BFA6E2E584A18B9B14
DDCTransactionId7717BDD6495AAA1042A3569B5859BE15_0, PutCachedData=, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_D931040E4476FEE96__45A2693205EDBF4237536182ADCB49BFC98D244A, StartTime=2016.07.24-15.05.36, HierarchicalDDC=, DataSize=1317, Duration=1.714889, RunGuid=RunID8DDDE551490E07BFA6E2E584A18B9B14
SavePackageTransactionId613E7D1E46723B2FB1290DBC14423477_0, Filename=../../../../../../Users/Adam/Documents/Unreal Projects/Beats/Content/Maps/Test.umap, AutoPackageBackupDelegate=8.820336, FlushAsyncLoading=0.006843, FlushStreamingFunc=0.085101, BlockTillAllRequestsFinished=0.005987, ResetLoadersForSaveUnMarkAllObjects=0.278831, TagPackageExports=0.680823, BeginCacheForCookedPlatformData=0.001714, SerializeImports=1.373190, GatherLocalizableTextData=31.527414, MarkNames=0.048753, SerializeSummary=0.020955, SerializeNames=0.271559, SerializeGatherableTextData=0.012830, BuildExportMap=0.130434, SortExportsNonSeekfree=0.088096, SortExportsSeekfreeConstructor=0.066712, SortExportsSeekfreeInner=7.554486, SortExportsSeekfree=0.004277, BuildDependencyMap=0.044476, SerializeImportMap=0.014968, SerializeExportMap=0.013255, SerializeDependencyMap=0.008125, SerializeStringAssetReferenceMap=0.002991, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.741553, SerializeExports=2.265703, SerializeBulkData=0.012830, MoveFile=1.532707, UnaccountedTime=1.330856, RunGuid=RunID8DDDE551490E07BFA6E2E584A18B9B14
